epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.725,1.79474,5.32149,2.31829,0.13549,0.39976,0.13872,0.07748,1.09611,3.81766,2.79455,0.00038341,0.00038341,0.00038341
2,14.0268,1.21864,2.93205,1.79479,0.46355,0.37302,0.47625,0.31668,1.13725,3.36354,2.44229,0.000783409,0.000783409,0.000783409
3,18.794,1.1716,1.95059,1.68199,0.60999,0.72203,0.71775,0.48213,1.09906,1.43701,2.77507,0.00118338,0.00118338,0.00118338
4,23.5145,1.10639,1.4419,1.64332,0.5808,0.60317,0.61146,0.40531,1.07441,1.65934,2.54708,0.0015833,0.0015833,0.0015833
5,28.1818,1.07974,1.13474,1.62554,0.65444,0.8254,0.73681,0.53299,0.87871,1.33819,2.48261,0.00166654,0.00166654,0.00166654
6,33.0155,1.07101,1.03177,1.58027,0.62591,0.58992,0.61915,0.41544,1.03216,1.84942,2.46387,0.00166646,0.00166646,0.00166646
7,37.6009,1.0567,1.00564,1.6124,0.61132,0.63832,0.63342,0.44213,1.09483,1.4918,2.47352,0.00166636,0.00166636,0.00166636
8,42.2066,1.10246,1.04453,1.61571,0.81258,0.69048,0.7843,0.47783,1.31513,1.31868,2.47079,0.00166628,0.00166628,0.00166628
9,46.6776,1.09585,0.97325,1.62087,0.6291,0.80213,0.71074,0.48536,1.04566,1.42323,2.83113,0.00166619,0.00166619,0.00166619
10,51.2446,0.99319,0.84623,1.59894,0.9149,0.64597,0.85654,0.60926,1.09842,1.15834,2.67454,0.0016661,0.0016661,0.0016661
11,55.791,1.00782,0.83489,1.56344,0.70505,0.5,0.64785,0.46635,1.06539,1.24652,2.27945,0.00166602,0.00166602,0.00166602
12,60.3442,0.97469,0.7833,1.59346,0.90839,0.75397,0.85344,0.5417,1.25983,1.01203,2.22137,0.00166593,0.00166593,0.00166593
13,64.9952,1.01003,0.79907,1.56272,0.89336,0.68254,0.77875,0.55637,1.14118,1.13528,2.70173,0.00166584,0.00166584,0.00166584
14,69.5344,0.96579,0.79456,1.51619,0.79427,0.76023,0.78975,0.58637,0.92589,0.8542,2.59635,0.00166575,0.00166575,0.00166575
15,74.1163,0.9759,0.79265,1.59903,0.77707,0.6635,0.71395,0.55495,0.92203,1.0039,2.5363,0.00166567,0.00166567,0.00166567
16,78.7148,0.97303,0.77826,1.49372,0.69226,0.75339,0.70335,0.56326,0.88539,0.93053,2.51061,0.00166558,0.00166558,0.00166558
17,83.2147,0.87325,0.73908,1.46374,0.61914,0.83962,0.69517,0.52874,0.9377,1.34573,2.76596,0.00166549,0.00166549,0.00166549
18,87.732,0.90653,0.73374,1.48369,0.8865,0.75044,0.83699,0.58585,0.95069,0.97508,2.40173,0.0016654,0.0016654,0.0016654
19,92.1977,0.93142,0.74961,1.53961,0.82312,0.77513,0.84197,0.58873,1.07332,1.08902,2.57904,0.00166532,0.00166532,0.00166532
20,96.7468,0.91163,0.70607,1.54074,0.80062,0.83371,0.83324,0.55249,1.08924,0.9987,2.33605,0.00166523,0.00166523,0.00166523
21,101.269,0.88364,0.6966,1.50091,0.73295,0.77945,0.79793,0.57808,0.85468,0.97687,2.6973,0.00166515,0.00166515,0.00166515
22,105.771,0.91418,0.70189,1.50095,0.89772,0.70635,0.75789,0.55644,0.86037,0.94426,2.40842,0.00166506,0.00166506,0.00166506
23,110.244,0.86837,0.6737,1.48366,0.96924,0.56792,0.72394,0.5558,0.88742,1.07678,2.43393,0.00166497,0.00166497,0.00166497
24,114.74,0.84192,0.69815,1.4343,0.75833,0.73399,0.7697,0.61165,0.89464,1.01969,2.54306,0.00166489,0.00166489,0.00166489
25,119.273,0.85885,0.6528,1.49536,0.75796,0.73383,0.78776,0.58386,0.97791,1.18187,2.43888,0.0016648,0.0016648,0.0016648
26,123.83,0.8423,0.69618,1.46814,0.63432,0.74436,0.68414,0.52602,0.97433,1.3946,2.48213,0.00166472,0.00166472,0.00166472
27,128.413,0.87958,0.70878,1.45248,0.88111,0.72598,0.81827,0.6194,0.99819,0.87597,2.23293,0.00166463,0.00166463,0.00166463
28,132.926,0.83144,0.63867,1.45227,0.90821,0.80952,0.88444,0.67565,0.94391,0.92825,2.47478,0.00166454,0.00166454,0.00166454
29,137.515,0.86278,0.65804,1.44815,0.90857,0.7765,0.91077,0.68052,0.85429,0.78635,2.24364,0.00166446,0.00166446,0.00166446
30,142.03,0.85896,0.6474,1.52228,0.79373,0.75006,0.80227,0.63399,0.8795,1.07574,2.64093,0.00166437,0.00166437,0.00166437
31,146.55,0.82665,0.6157,1.45844,0.84807,0.78571,0.83262,0.69202,0.6951,0.9076,2.81916,0.00166428,0.00166428,0.00166428
32,151.128,0.85353,0.64458,1.47629,0.80381,0.70359,0.78803,0.57928,0.8675,0.87648,2.116,0.00166419,0.00166419,0.00166419
33,155.694,0.83904,0.65229,1.53749,0.91627,0.75877,0.86627,0.62384,0.82581,0.9831,2.27496,0.00166411,0.00166411,0.00166411
34,160.194,0.82435,0.63141,1.48012,0.75897,0.69151,0.68489,0.51621,0.88643,1.00957,2.10999,0.00166402,0.00166402,0.00166402
35,164.802,0.8293,0.62927,1.43108,0.79305,0.73427,0.77413,0.64518,0.71737,1.07077,2.57448,0.00166393,0.00166393,0.00166393
36,169.368,0.81103,0.61537,1.4474,0.76482,0.7619,0.79223,0.59915,0.87794,0.89969,2.88257,0.00166385,0.00166385,0.00166385
37,173.83,0.78025,0.60711,1.46361,0.92975,0.6452,0.76794,0.55752,1.04752,0.89665,2.09246,0.00166376,0.00166376,0.00166376
38,178.429,0.78471,0.63662,1.42585,0.95381,0.73016,0.82357,0.63679,0.84898,0.80719,2.57075,0.00166367,0.00166367,0.00166367
39,182.999,0.77895,0.59706,1.44171,0.90858,0.73016,0.75766,0.58172,0.91206,0.94726,2.47552,0.00166359,0.00166359,0.00166359
40,187.498,0.81724,0.61626,1.46132,0.94636,0.66572,0.71676,0.58385,0.72101,0.92813,2.51397,0.0016635,0.0016635,0.0016635
41,192.034,0.81085,0.6219,1.45598,0.79398,0.54762,0.62809,0.47025,1.02521,1.20326,2.4028,0.00166341,0.00166341,0.00166341
