epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.46531,1.74764,5.26943,2.33583,0.14629,0.43651,0.16226,0.09224,1.05375,3.42434,2.87654,0.00038341,0.00038341,0.00038341
2,15.0344,1.12911,2.85738,1.81128,0.54469,0.3254,0.45854,0.33187,1.23485,3.61604,2.50203,0.000783402,0.000783402,0.000783402
3,20.5284,1.08707,1.8908,1.71963,0.75604,0.59972,0.66626,0.4519,1.22661,1.42322,2.64115,0.00118336,0.00118336,0.00118336
4,25.6922,1.02924,1.27803,1.68468,0.638,0.53803,0.54256,0.33891,1.10613,2.07382,2.66439,0.00158327,0.00158327,0.00158327
5,30.976,1.01275,1.06837,1.60649,0.70992,0.5873,0.64608,0.39493,1.15736,1.66048,2.58927,0.0016665,0.0016665,0.0016665
6,36.8739,0.96414,0.9833,1.59054,0.69027,0.50794,0.65407,0.51856,0.81568,1.30793,2.47425,0.0016664,0.0016664,0.0016664
7,43.2411,0.95081,0.94344,1.65538,0.81037,0.8469,0.8913,0.62804,0.95736,0.91579,2.67918,0.00166629,0.00166629,0.00166629
8,49.7334,0.98071,0.8751,1.67971,0.83767,0.60648,0.67948,0.53162,0.89316,1.35247,2.43527,0.00166617,0.00166617,0.00166617
9,55.6649,0.9609,0.88356,1.6492,0.57826,0.72132,0.67872,0.51294,0.84764,1.15677,2.80627,0.00166604,0.00166604,0.00166604
10,61.2306,0.87139,0.76077,1.5828,0.73606,0.74603,0.76386,0.53729,1.06586,1.07067,2.60837,0.00166593,0.00166593,0.00166593
11,66.636,0.90086,0.76157,1.59756,0.83193,0.70635,0.77083,0.59941,0.96299,0.97767,2.64125,0.00166582,0.00166582,0.00166582
12,72.0961,0.90369,0.73604,1.62884,0.90222,0.64759,0.81287,0.59832,1.09565,1.09675,2.32892,0.00166572,0.00166572,0.00166572
13,77.4205,0.90507,0.72977,1.5683,0.79487,0.65079,0.72401,0.53811,0.91039,1.26549,2.41303,0.00166562,0.00166562,0.00166562
14,82.6641,0.90359,0.73786,1.57843,0.84874,0.69048,0.76743,0.5841,0.94645,1.23648,2.71393,0.00166552,0.00166552,0.00166552
15,87.7607,0.93329,0.79561,1.65595,0.60143,0.64447,0.7188,0.50763,0.86014,1.17806,2.87825,0.00166542,0.00166542,0.00166542
16,92.5866,0.89387,0.74799,1.54455,0.82108,0.59524,0.70954,0.5244,0.93161,1.1707,3.02234,0.00166532,0.00166532,0.00166532
17,97.5838,0.84741,0.71414,1.52877,0.65186,0.72231,0.745,0.55587,0.94919,1.16581,2.43736,0.00166523,0.00166523,0.00166523
