x,y
17.53826904296875,0.7003173828125
17.648193359375,21.70001220703125
119.536865234375,0.16619873046875
254.6448974609375,20.45904541015625
276.64459228515625,20.3438720703125
484.64178466796875,19.25482177734375
99.8616943359375,62.27008056640625
99.9716796875,83.269775390625
119.971435546875,83.16510009765625
151.86102294921875,61.997802734375
172.970703125,82.8875732421875
203.97027587890625,82.72528076171875
223.8599853515625,61.620849609375
254.96954345703125,82.45819091796875
255.0794677734375,103.45794677734375
328.96856689453125,82.07073974609375
358.9681396484375,81.9136962890625
359.07806396484375,102.9134521484375
18.40740966796875,166.69805908203125
100.29107666015625,144.26898193359375
100.40625,166.2686767578125
120.29083251953125,144.164306640625
120.406005859375,166.16400146484375
152.51556396484375,186.99609375
173.29010009765625,143.88677978515625
173.4052734375,165.886474609375
204.2896728515625,143.7244873046875
224.28936767578125,143.6197509765625
255.40411376953125,165.45709228515625
277.28863525390625,143.34222412109375
277.5137939453125,186.34161376953125
359.28753662109375,142.91290283203125
359.5126953125,185.91229248046875
381.40240478515625,164.79736328125
381.51239013671875,185.79705810546875
412.4019775390625,164.63507080078125
432.28656005859375,142.5306396484375
432.51171875,185.530029296875
18.95196533203125,270.69659423828125
100.72564697265625,227.267822265625
100.8408203125,249.26751708984375
120.72540283203125,227.16314697265625
120.840576171875,249.162841796875
152.7249755859375,226.99554443359375
152.84014892578125,248.9952392578125
173.9498291015625,269.885009765625
204.7242431640625,226.72332763671875
204.83941650390625,248.7230224609375
224.839111328125,248.6182861328125
255.7235107421875,226.45623779296875
277.9483642578125,269.3404541015625
307.72283935546875,226.18402099609375
307.8380126953125,248.1837158203125
307.947998046875,269.18341064453125
359.8372802734375,247.91143798828125
381.94696044921875,268.7958984375
464.8358154296875,247.36163330078125
485.72039794921875,225.25201416015625
49.27093505859375,331.5386962890625
49.380859375,352.53839111328125
70.1553955078125,309.4290771484375
70.2706298828125,331.42877197265625
101.15496826171875,309.2667236328125
101.27020263671875,331.26641845703125
101.380126953125,352.26611328125
121.3798828125,352.16143798828125
153.26953125,330.994140625
153.37945556640625,351.99383544921875
174.15399169921875,308.884521484375
205.153564453125,308.72222900390625
205.37872314453125,351.72161865234375
225.26849365234375,330.6171875
308.15216064453125,308.18292236328125
330.15185546875,308.06768798828125
330.26708984375,330.0673828125
413.15069580078125,307.63311767578125
413.26593017578125,329.6328125
433.15045166015625,307.52838134765625
433.26568603515625,329.528076171875
465.14996337890625,307.36083984375
465.3751220703125,350.3602294921875
486.26495361328125,329.2506103515625
19.82110595703125,436.6943359375
70.71044921875,415.4276123046875
153.81927490234375,435.99267578125
174.59906005859375,393.88336181640625
205.7086181640625,414.72076416015625
225.70831298828125,414.61602783203125
225.8182373046875,435.61572265625
256.597900390625,393.4539794921875
256.7078857421875,414.45367431640625
278.70758056640625,414.3385009765625
308.59722900390625,393.1817626953125
308.70721435546875,414.18145751953125
330.81683349609375,435.06591796875
413.59576416015625,392.6319580078125
413.70574951171875,413.63165283203125
433.70550537109375,413.52691650390625
465.70501708984375,413.359375
486.59478759765625,392.249755859375
50.0301513671875,476.53668212890625
50.14532470703125,498.536376953125
71.14501953125,498.42645263671875
102.14459228515625,498.26409912109375
206.02801513671875,475.71990966796875
206.1431884765625,497.7196044921875
226.0277099609375,475.61517333984375
