21
x,y
287.7090148925781,171.7873992919922
476.6379089355469,246.59140014648438
120.81069946289062,242.5841064453125
422.56280517578125,221.87939453125
470.6294860839844,123.03109741210938
443.2582092285156,324.0671081542969
447.931396484375,151.0825958251953
219.614501953125,243.2519073486328
394.5238952636719,295.34759521484375
317.0830993652344,123.6989974975586
315.7478942871094,220.54359436035156
142.84129333496094,217.8719940185547
191.5756072998047,146.4073944091797
390.518310546875,448.2952880859375
419.22479248046875,149.7469024658203
116.80509948730469,198.5030975341797
370.4906005859375,125.03479766845703
162.20150756835938,392.860107421875
160.86630249023438,416.23638916015625
289.7117919921875,271.3034973144531
447.2637023925781,245.25559997558594
394.5238952636719,219.20779418945312
467.9591979980469,272.6393127441406
137.50050354003906,294.01190185546875
116.13760375976562,218.53990173339844
188.2375946044922,243.2519073486328
116.13760375976562,267.2961120605469
445.2608947753906,201.17469787597656
140.1708984375,270.6355895996094
295.7200927734375,149.7469024658203
188.9051971435547,219.20779418945312
266.34600830078125,143.7357940673828
467.9591979980469,96.31539916992188
448.5989074707031,175.12680053710938
361.8117980957031,321.3955078125
417.88958740234375,246.59140014648438
439.2525939941406,471.6715087890625
445.2608947753906,292.67608642578125
493.3276062011719,174.45889282226562
416.55450439453125,100.9906005859375
238.97470092773438,195.16360473632812
391.8534851074219,324.7349853515625
116.80509948730469,418.2401123046875
491.99249267578125,324.7349853515625
117.4728012084961,316.7203063964844
466.6239929199219,397.5353088378906
263.00799560546875,394.1958923339844
116.13760375976562,294.6798095703125
207.59779357910156,443.6199951171875
365.8174133300781,101.65850067138672
238.30709838867188,221.87939453125
261.67291259765625,444.28790283203125
337.11090087890625,372.1553955078125
362.4794006347656,470.3357849121094
213.606201171875,294.6798095703125
338.44610595703125,448.2952880859375
395.1914978027344,124.36689758300781
317.0830993652344,95.64749908447266
290.37939453125,295.34759521484375
439.9202880859375,418.2401123046875
120.14309692382812,92.37740325927734
114.13480377197266,370.8196105957031
164.2042999267578,294.01190185546875
119.47550201416016,148.83470153808594
289.044189453125,322.0633850097656
313.0775146484375,346.10760498046875
418.55731201171875,197.16729736328125
496.66558837890625,122.36319732666016
193.57839965820312,122.36319732666016
417.88958740234375,470.3357849121094
344.45440673828125,125.03479766845703
473.9674987792969,197.16729736328125
391.8534851074219,346.7755126953125
186.23489379882812,396.1995849609375
182.2292938232422,466.9963073730469
316.4154968261719,395.5317077636719
163.5366973876953,121.0968017578125
115.47000122070312,344.1039123535156
417.88958740234375,348.7792053222656
366.4849853515625,272.6393127441406
134.16259765625,466.9963073730469
160.86630249023438,191.82420349121094
139.5032958984375,318.0559997558594
391.1859130859375,471.0036926269531
318.4183044433594,271.3034973144531
363.1470031738281,396.1995849609375
415.88690185546875,322.7312927246094
163.5366973876953,145.739501953125
462.618408203125,468.33209228515625
187.57000732421875,293.343994140625
161.53390502929688,370.8196105957031
215.60890197753906,322.0633850097656
211.74789428710938,366.35699462890625
109.46160125732422,466.3283996582031
117.4728012084961,442.2842102050781
489.3221130371094,422.9153137207031
361.8117980957031,422.9153137207031
495.99810791015625,274.64300537109375
469.9620056152344,298.6871032714844
114.13480377197266,392.860107421875
159.53109741210938,469.0
138.16819763183594,394.1958923339844
493.3276062011719,223.8831024169922
491.99249267578125,372.82330322265625
363.8146057128906,446.9595031738281
489.98980712890625,469.66778564453125
440.5877990722656,372.1553955078125
217.6116943359375,144.40370178222656
235.63670349121094,442.2842102050781
212.27099609375,97.72059631347656
121.47830200195312,120.783203125
287.0414123535156,469.0
212.27099609375,473.00738525390625
209.60060119628906,415.5685119628906
266.34600830078125,98.98690032958984
414.55169677734375,371.48748779296875
240.30990600585938,322.7312927246094
360.5810852050781,364.3070068359375
164.87179565429688,170.45159912109375
337.11090087890625,172.4552001953125
263.67559814453125,322.0633850097656
286.3738098144531,419.5758056640625
238.97470092773438,346.7755126953125
265.01080322265625,470.3357849121094
164.2042999267578,99.0562973022461
318.4183044433594,198.5030975341797
339.11358642578125,469.0
309.7395935058594,469.66778564453125
160.86630249023438,441.6163024902344
394.1210021972656,420.9309997558594
238.30709838867188,471.6715087890625
464.6211853027344,444.28790283203125
118.80789947509766,171.54310607910156
343.11920166015625,222.54730224609375
192.91079711914062,194.49569702148438
443.2582092285156,125.03479766845703
186.23489379882812,318.0559997558594
