x,y
235.64890000000014,46.0
334.5598,45.9384
426.4365,49.9917
521.0155,47.2895
618.2967000000001,51.3429
714.2269000000001,48.6406
806.1035999999999,51.3429
900.6826000000001,51.3429
952.0254000000002,101.3346
853.3931,152.6775
811.5081,147.273
619.6478999999999,97.2812
616.9456,151.3264
427.7876000000001,93.2279
384.55150000000003,94.579
327.80420000000004,94.579
239.98079999999993,93.2279
234.57629999999995,143.2196
285.91919999999993,190.5091
426.4365,147.273
521.0155,194.5625
575.0606,194.5625
666.9374,149.9752
716.9291000000001,152.6775
952.0254000000002,199.967
907.4381999999998,245.90539999999996
856.0953,245.90539999999996
762.8675000000001,199.967
664.2351000000001,197.2647
619.6478999999999,245.90539999999996
475.0771,240.5008
333.2086999999999,248.60760000000002
231.8739999999999,197.2647
234.57629999999995,243.20309999999998
283.2169,293.1948
380.4982,243.20309999999998
477.7793999999999,290.4926
521.0155,245.90539999999996
664.2351000000001,293.1948
714.2269000000001,297.2482
764.2185999999999,298.5994
954.7276999999999,299.9505
811.5081,298.5994
908.7892999999999,348.5911
761.5163,349.9422
719.6314,402.6362
857.4465,448.5746
616.9456,293.1948
335.9109000000001,341.8355
235.92740000000003,295.8971
234.57629999999995,343.1866
338.6132,397.2317
620.999,448.5746
719.6314,447.22350000000006
811.5081,351.2934
857.4465,347.24
908.7892999999999,399.934
571.0073,549.9092
954.7276999999999,401.2851
857.4465,399.934
764.2185999999999,401.2851
669.6396,401.2851
573.7094999999999,398.5829
283.2169,394.5295
234.57629999999995,393.1783
234.57629999999995,447.22350000000006
383.20039999999995,451.2769
523.7177999999999,549.9092
573.7094999999999,448.5746
625.0524,397.2317
718.2801999999999,348.5911
812.8592000000001,399.934
903.3848,452.628
522.3666000000001,497.21520000000004
569.6560999999999,499.9175000000001
954.7276999999999,499.9175000000001
857.4465,497.21520000000004
808.8058000000001,498.56640000000004
762.8675000000001,499.9175000000001
529.4698000000001,446.18059999999997
476.42830000000004,498.56640000000004
425.08539999999994,447.22350000000006
235.92740000000003,497.21520000000004
234.57629999999995,544.5047
479.1305,547.207
427.7876000000001,499.9175000000001
618.2967000000001,499.9175000000001
669.6396,501.2686
714.2269000000001,501.2686
808.8058000000001,547.207
858.7976000000001,548.5581
907.4381999999998,548.5581
953.3765999999998,598.5499
856.0953,695.8311
762.8675000000001,598.5499
575.0606,598.5499
525.0689,599.901
475.0771,601.2521
429.13879999999995,647.1905
283.2169,499.9175000000001
235.92740000000003,597.1987
233.22519999999986,644.4882
334.5598,598.5499
475.0771,645.8393
523.7177999999999,645.8393
616.9456,641.786
670.9907000000001,598.5499
810.1569999999999,695.8311
903.3848,744.4717
953.3765999999998,695.8311
857.4465,794.4635
812.8592000000001,795.8146
665.5861999999997,747.174
765.5697,748.5251
523.7177999999999,745.8228
476.42830000000004,744.4717
380.4982,649.8927
284.568,648.5416
231.8739999999999,697.1822
230.52290000000005,741.7695
280.51469999999995,748.5251
329.1552999999999,697.1822
522.3666000000001,798.5168
571.0073,797.1657
619.6478999999999,793.1123
668.2885000000001,793.1123
715.578,794.4635
761.5163,795.8146
953.3765999999998,789.0589
910.1405,795.8146
472.3749,798.5168
422.3831,799.868
422.3831,798.5168
379.14699999999993,801.2191
327.80420000000004,798.5168
233.22519999999986,797.1657
284.568,797.1657
