x,y
255.00220000000002,65.47609999999997
108.8509,139.4565
192.2833,164.86739999999998
69.464,168.25549999999998
171.53109999999998,68.72949999999997
180.00130000000001,192.8193
116.0506,220.7713
178.3073,165.7144
254.5399,51.78899999999999
224.0469,244.91160000000002
72.42859999999999,195.78390000000002
90.63980000000001,247.45270000000005
105.8863,99.2226
234.6347,191.97230000000002
94.02789999999999,127.1746
100.38059999999999,208.4894
145.2731,83.12900000000002
93.1808,99.2226
69.04050000000001,155.5501
258.7751,136.0684
260.0456,164.02030000000002
272.3275,122.0924
124.9444,180.96089999999998
183.813,259.7347
190.16570000000002,137.33890000000002
202.8711,124.63350000000003
190.16570000000002,152.1619
168.5664,205.94830000000002
278.6803,257.61710000000005
227.8585,94.56389999999999
276.5627,204.6778
207.52980000000002,190.7018
132.1442,260.58169999999996
198.63600000000002,246.18220000000002
80.8989,141.5741
134.6853,110.65750000000003
68.1935,142.42110000000002
160.0962,97.52850000000001
91.9103,114.46910000000003
207.9533,219.0772
118.16820000000001,84.82310000000001
127.48550000000003,207.2188
247.76369999999997,163.59679999999997
82.1695,153.4325
221.50580000000002,191.97230000000002
74.96969999999999,221.1948
62.68780000000001,74.23520000000002
90.21619999999999,223.31240000000003
89.3692,72.11770000000001
144.00259999999997,55.600599999999986
170.68400000000003,260.15819999999997
177.0367,137.7624
155.014,205.94830000000002
73.2757,209.33640000000003
60.5702,58.988699999999994
252.84589999999997,258.04060000000004
200.7536,109.81049999999999
135.9558,124.63350000000003
66.9229,128.44510000000002
265.1278,243.6411
63.53479999999999,88.21120000000002
64.3818,100.91669999999999
183.3895,232.6297
144.42610000000002,260.58169999999996
132.9912,98.37560000000002
124.9444,166.5614
163.06079999999997,152.5854
156.28449999999998,220.3478
76.24029999999999,234.74729999999994
157.1316,259.3111
87.2516,59.835699999999974
242.25799999999998,80.1644
198.21249999999998,54.329999999999984
237.59930000000003,258.46410000000003
210.91789999999997,245.3352
269.3629,64.91789999999997
132.1442,247.45270000000005
116.0506,58.141700000000014
270.6335,92.86989999999997
244.37560000000002,136.0684
226.58800000000002,52.21249999999998
130.4501,234.32380000000006
278.2567,231.3592
203.29469999999998,138.18599999999998
211.7649,259.7347
112.239,166.98489999999998
200.7536,81.01150000000001
233.78769999999997,179.6904
175.34269999999998,108.96339999999998
195.24790000000002,219.50080000000003
250.3048,219.0772
218.1177,150.89139999999998
157.1316,247.45270000000005
98.263,168.25549999999998
170.68400000000003,55.600599999999986
260.8926,190.7018
185.507,68.72949999999997
103.7687,222.0419
106.3098,126.75110000000001
130.02660000000003,72.11770000000001
167.7194,192.8193
92.3338,262.27570000000003
215.57659999999998,123.36290000000002
256.6575,108.1164
138.92039999999997,180.5374
224.47039999999998,259.7347
66.07589999999999,115.31619999999998
83.86349999999999,166.98489999999998
250.3048,231.78269999999998
127.06200000000001,194.5134
80.05189999999999,114.89260000000002
176.18970000000002,124.63350000000003
229.12900000000002,108.96339999999998
70.7346,182.23149999999998
230.8231,136.4919
189.31869999999998,123.78649999999999
200.32999999999998,94.1404
235.48180000000002,205.94830000000002
79.20490000000001,261.85220000000004
104.6157,261.42870000000005
118.5917,261.00519999999995
197.36540000000002,260.15819999999997
145.2731,247.02919999999995
237.17579999999998,219.0772
273.1746,150.0444
117.7447,234.74729999999994
140.61450000000002,193.6664
194.82440000000003,191.97230000000002
214.30599999999998,81.01150000000001
225.7409,66.61200000000002
77.51079999999999,248.2998
171.10750000000002,233.05320000000006
274.8686,177.57279999999997
85.55760000000001,180.96089999999998
265.5513,258.04060000000004
