x,y
261.6196,221.7726
392.7351,219.61440000000016
520.6132,219.61440000000016
645.7935,219.61440000000016
772.0925,214.6037
899.0225,215.89890000000003
1028.4718,214.12379999999996
1087.9479,280.19989999999996
961.3998,282.6517
894.3467,282.6517
833.8889,283.20129999999995
641.5312,284.2917
513.7113,285.86120000000005
445.064,284.56600000000003
318.1314,284.56600000000003
258.5508,284.56600000000003
261.4206,348.05729999999994
517.4143,346.98849999999993
646.9218,344.91859999999997
836.2954,345.1115
897.4323,341.5979
958.5692,343.0033000000001
1083.6934,400.9526000000001
1021.0038,402.3008
833.4703,404.47360000000003
644.7351,407.1932999999999
577.8275,406.4815000000001
510.20809999999994,407.1932999999999
447.5712,407.90509999999995
387.7815,408.6168
259.6606,409.32860000000005
261.5576,472.4499000000003
329.1236,469.605
390.2886,471.02739999999994
456.4321,470.3162
582.3182,467.4712999999999
774.3478,464.6264000000001
1087.7165,522.4743000000001
896.4997,524.3140000000001
834.305,526.5512000000001
769.7631,530.2488000000001
647.3281,530.2488000000001
516.8678,527.6714
325.8561,534.8567999999998
258.1937,536.0543
261.6509,595.8463999999999
709.0901,590.2446
771.6647,586.6346000000001
1025.0913,585.2799
1081.2436,646.1778999999999
261.9627,656.2860000000001
452.7679,655.1586999999997
580.0798,657.9405999999999
644.7017,653.4033999999999
961.0474,652.1796000000002
1024.1072,706.2493999999999
897.8978,710.1818000000001
836.718,712.4903999999999
643.9755,711.2125000000001
517.4277,715.5337
326.68,719.2375
260.6282,723.5586000000001
517.245,780.9129
578.554,774.8426999999999
767.9445,773.0217
834.1097,774.2357
1021.6791000000001,772.4146000000001
1084.1204,769.8815
390.9318,780.598
325.8623,783.0534
258.9513,784.2811999999999
264.3895,847.7668000000001
392.9267,845.8702000000001
454.221,843.3713000000002
517.6321,844.5953
958.4688,835.8900000000001
1023.9331,833.1394
1086.278,895.7427
960.6692,896.9534000000001
708.714,899.704
639.3989,899.704
579.5815,901.3135
515.0538,904.2401
386.9952,908.8189
322.3137,905.4146000000001
257.6322,908.8189
260.4953,972.4213
454.9648,963.8966
837.4388,959.1622000000002
898.3641,958.5927999999999
1081.9628,1014.4119000000001
1020.1110000000001,1015.1311000000001
957.5813,1015.5323000000001
894.3784,1015.5323000000001
831.1754,1017.8099
768.5419,1017.8099
705.9084,1018.3792999999998
641.5667,1018.9486999999999
577.7943,1022.3651
515.4205,1022.8381999999999
451.2413,1027.6366
385.8624,1028.8361999999997
322.8827,1028.2364
257.5039,1034.8343
