x,y
256.1892,94.4607
296.2323000000001,753.6319
302.39279999999997,198.1621
781.8834000000002,352.174
688.4495,451.7685000000001
687.4227000000001,553.4164
831.1672000000001,603.7269
975.9384999999997,97.5409
397.88020000000006,98.5677
544.7049999999999,509.2663
444.0838000000001,95.4874
351.6765999999999,354.2275
298.2858000000001,299.81
778.8032000000001,708.4551
254.13570000000004,142.7178
256.1892,198.1621
349.6230999999999,608.8607
635.0587,99.5944
738.7601,503.10579999999993
588.8551,200.2156
829.1138000000001,51.3373
881.4777999999999,402.4846
399.93370000000004,451.7685000000001
448.1908000000001,49.2838
544.7049999999999,452.7952000000001
735.6797999999999,245.39239999999998
541.6247000000001,198.1621
301.36609999999996,655.0643
784.9637,554.4431
250.02869999999984,245.39239999999998
251.05550000000017,296.7297
734.6531,148.8782
977.992,505.1593
450.24430000000007,553.4164
306.49980000000016,508.23949999999996
399.93370000000004,503.10579999999993
687.4227000000001,400.4311
302.39279999999997,403.5114
347.56960000000004,654.0375
688.4495,606.8072
348.5964,95.4874
637.1122,249.4994
496.4478999999999,507.21279999999996
397.88020000000006,653.0108
639.1656,401.4579
251.05550000000017,350.1206
254.13570000000004,402.4846
685.3692000000001,295.703
739.7868000000001,655.0643
831.1672000000001,198.1621
540.598,45.1768
926.6547,352.174
444.0838000000001,449.7149999999999
977.992,401.4579
542.6514999999999,249.4994
345.5162,710.5086
346.54290000000003,46.2036
348.5964,247.4459
736.7066,100.6212
684.3425,351.1473
633.0052000000001,301.8635
681.2623000000001,761.8459
256.1892,455.8754
253.10900000000015,505.1593
926.6547,51.3373
638.1388999999999,554.4431
587.8282999999999,506.186
443.0571,152.9852
537.5177000000001,761.8459
878.3976,196.1086
494.3943999999999,252.5796
878.3976,449.7149999999999
879.4242999999999,350.1206
878.3976,607.8339
393.7732000000001,756.7122
926.6547,403.5114
782.9102,656.091
494.3943999999999,297.7565
442.0302999999999,761.8459
881.4777999999999,504.13249999999994
590.9086,399.4044
253.10900000000015,552.3896
254.13570000000004,609.8874
979.0187000000001,607.8339
396.85349999999994,248.4727
931.7883999999999,558.5501
975.9384999999997,199.1888
827.0603000000001,298.7832
489.26070000000004,763.8994
738.7601,607.8339
683.3157000000001,709.4818
635.0587,148.8782
685.3692000000001,96.5142
833.2206999999999,350.1206
587.8282999999999,709.4818
732.5996,761.8459
346.54290000000003,402.4846
924.6012000000001,198.1621
496.4478999999999,656.091
256.1892,45.1768
494.3943999999999,558.5501
250.02869999999984,657.1178
831.1672000000001,709.4818
876.3441,149.905
635.0587,506.186
928.7081999999998,606.8072
589.8818000000001,453.8219000000001
686.396,503.10579999999993
879.4242999999999,708.4551
977.992,710.5086
640.1923999999999,47.2303
927.6813999999999,810.103
876.3441,808.0495
780.8567,810.103
932.8151000000003,654.0375
731.5727999999999,711.5353
734.6531,48.2571
879.4242999999999,656.091
343.46270000000004,761.8459
249.00199999999995,711.5353
246.94849999999997,752.6052
974.9118000000001,298.7832
782.9102,609.8874
536.491,807.0227
586.8016,808.0495
633.0052000000001,809.0762
683.3157000000001,809.0762
727.4658,808.0495
826.0335,810.103
930.7617,453.8219000000001
972.8582999999999,811.1297
488.23389999999995,809.0762
444.0838000000001,809.0762
397.88020000000006,808.0495
343.46270000000004,808.0495
297.2591,804.9692
245.9217,807.0227
928.7081999999998,759.7924
