epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.4207,1.98783,5.5481,2.5607,0.16397,0.33333,0.13166,0.08241,1.19416,3.53668,2.80088,0.00036,0.00036,0.00036
2,17.1101,0.98322,2.49645,1.79528,0.3773,0.4,0.29047,0.1111,1.47295,5.74509,3.15733,0.0007399,0.0007399,0.0007399
3,21.5641,0.95031,1.66768,1.75114,0.62,0.73333,0.616,0.36144,1.09345,2.89864,2.62258,0.00111978,0.00111978,0.00111978
4,25.6569,0.86842,1.23372,1.78823,0.50245,0.66667,0.60823,0.42133,1.10213,2.04925,2.49524,0.00149962,0.00149962,0.00149962
5,29.6112,0.90563,0.99529,1.78788,0.90975,0.8,0.91487,0.56866,0.99882,1.29084,2.87788,0.00187944,0.00187944,0.00187944
6,33.6228,0.85062,0.95053,1.83518,0.53502,0.8,0.74431,0.57815,0.86919,1.43522,2.50782,0.00199931,0.00199931,0.00199931
7,37.5991,0.83506,0.86577,1.83007,0.59913,0.8,0.73609,0.55054,0.94678,1.28674,2.47627,0.00199922,0.00199922,0.00199922
8,41.5933,0.84596,0.81948,1.76374,0.69001,0.74217,0.80091,0.6089,0.89795,1.27076,2.46449,0.00199913,0.00199913,0.00199913
9,45.5972,0.81969,0.73921,1.71439,0.70249,0.53333,0.65277,0.50605,1.01233,1.4622,2.54352,0.00199904,0.00199904,0.00199904
10,49.6006,0.79496,0.73434,1.78051,0.9187,0.83333,0.90818,0.76301,0.69715,0.76414,2.40653,0.00199895,0.00199895,0.00199895
11,53.5714,0.77466,0.68926,1.71262,0.84159,0.6,0.76495,0.51349,1.0012,1.45689,2.36673,0.00199886,0.00199886,0.00199886
12,57.558,0.79337,0.73813,1.74642,0.79421,0.77199,0.84992,0.68091,0.84769,0.89064,2.4059,0.00199877,0.00199877,0.00199877
13,61.4998,0.76758,0.67293,1.79583,0.991,0.9,0.92375,0.66245,0.84753,0.72904,2.55536,0.00199867,0.00199867,0.00199867
14,65.4445,0.73201,0.63759,1.74037,0.9,0.7,0.80256,0.65841,0.81675,0.94609,2.26042,0.00199858,0.00199858,0.00199858
15,69.4138,0.72912,0.60739,1.71828,0.88682,0.78389,0.88918,0.70275,0.87303,0.79781,2.44758,0.00199849,0.00199849,0.00199849
16,73.3511,0.74677,0.62489,1.72843,0.79489,0.51715,0.66069,0.56524,0.82932,1.33551,2.27725,0.0019984,0.0019984,0.0019984
17,77.294,0.72508,0.59712,1.76254,0.89809,0.88154,0.92595,0.72102,0.83754,0.71675,2.46499,0.00199831,0.00199831,0.00199831
18,81.3348,0.73597,0.58527,1.79921,0.94932,0.76667,0.85219,0.71369,0.72406,0.7948,2.403,0.00199822,0.00199822,0.00199822
19,85.3167,0.72579,0.58201,1.73883,0.88722,0.83333,0.9434,0.80799,0.69896,0.62973,2.28757,0.00199813,0.00199813,0.00199813
20,89.2679,0.73709,0.59253,1.71384,0.84243,0.9,0.93189,0.76545,0.66295,0.65548,2.36869,0.00199804,0.00199804,0.00199804
21,93.2556,0.72429,0.60325,1.765,0.86431,0.86667,0.9342,0.7362,0.69635,0.67242,2.34372,0.00199795,0.00199795,0.00199795
22,97.2307,0.67723,0.56899,1.65046,0.95634,0.73019,0.89788,0.75999,0.65896,0.83267,2.30146,0.00199786,0.00199786,0.00199786
23,101.18,0.6729,0.5469,1.71052,0.97724,0.86667,0.9492,0.85543,0.62978,0.68196,2.55685,0.00199777,0.00199777,0.00199777
24,105.16,0.6894,0.56083,1.63156,0.74264,0.73333,0.81242,0.70106,0.63578,0.88504,2.21275,0.00199767,0.00199767,0.00199767
25,109.176,0.7028,0.55186,1.73081,0.7039,0.86667,0.86979,0.76325,0.63435,0.80739,2.35513,0.00199758,0.00199758,0.00199758
26,113.169,0.71503,0.54078,1.72981,0.96403,0.93333,0.95623,0.82849,0.62918,0.55662,2.30829,0.00199749,0.00199749,0.00199749
27,117.121,0.68257,0.54171,1.65523,0.8971,0.872,0.93536,0.82329,0.59564,0.55824,2.32357,0.0019974,0.0019974,0.0019974
28,121.108,0.63646,0.53024,1.72476,0.95851,0.86667,0.93178,0.81631,0.61358,0.59185,2.1674,0.00199731,0.00199731,0.00199731
29,124.997,0.68588,0.51249,1.64423,0.95848,0.96667,0.96463,0.80266,0.63029,0.5479,2.1152,0.00199722,0.00199722,0.00199722
30,128.985,0.65704,0.50827,1.65937,0.9664,0.95889,0.98971,0.80381,0.73794,0.45617,2.32891,0.00199713,0.00199713,0.00199713
31,132.955,0.7097,0.53784,1.67826,0.80768,0.86667,0.92953,0.81162,0.62444,0.55109,2.58016,0.00199704,0.00199704,0.00199704
32,136.98,0.67622,0.53595,1.7255,0.9855,0.96667,0.99147,0.8289,0.65695,0.46361,2.43853,0.00199695,0.00199695,0.00199695
33,140.868,0.68878,0.51834,1.66493,0.96405,0.96667,0.98493,0.84243,0.668,0.44609,2.24329,0.00199685,0.00199685,0.00199685
