epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.0814,2.91923,39.5103,0.68676,3.19302,4.09554,0.00333,1,0.02444,0.01236,0,0,0,0,1.04436,39.9873,0.56107,3.62172,4.36037,0.00066,0.00066,0.00066
2,69.592,2.65952,39.707,0.59595,2.82911,3.40003,0.02079,0.09,0.01895,0.00628,0,0,0,0,1.99645,39.9665,0.48539,4.58531,3.72749,0.00131353,0.00131353,0.00131353
3,102.83,2.24166,39.6283,0.53464,2.18943,2.86019,0.18374,0.56,0.17134,0.09096,0,0,0,0,1.52019,39.9887,0.0437,5.68664,2.44227,0.00195387,0.00195387,0.00195387
4,135.68,1.68273,39.5088,0.50406,1.47782,2.34173,0.95926,0.99,0.99307,0.66175,0,0,0,0,1.38635,39.9835,0.22478,2.98439,2.39038,0.0019406,0.0019406,0.0019406
5,168.378,1.30121,39.7005,0.473,1.10011,1.99709,0.986,1,0.995,0.84177,0,0,0,0,0.79015,39.997,0.1962,1.70616,1.36418,0.0019208,0.0019208,0.0019208
6,200.962,1.01669,39.5866,0.46789,0.84084,1.70948,0.99901,1,0.995,0.98587,0,0,0,0,0.44982,39.9933,0.06361,0.63111,0.9588,0.001901,0.001901,0.001901
7,234.208,0.82058,39.6538,0.46955,0.68418,1.53036,0.99926,1,0.995,0.92943,0,0,0,0,0.34559,39.986,0.14671,0.38474,0.81313,0.0018812,0.0018812,0.0018812
8,268.538,0.77147,39.737,0.46337,0.60615,1.44536,0.99839,1,0.995,0.98594,0,0,0,0,0.30027,39.9976,0.05777,0.36256,0.66066,0.0018614,0.0018614,0.0018614
9,302.537,0.67457,39.6235,0.45202,0.54599,1.36698,0.99945,1,0.995,0.99061,0,0,0,0,0.31842,39.9978,0.10287,0.40398,0.58974,0.0018416,0.0018416,0.0018416
10,336.213,0.61296,39.7143,0.44878,0.49667,1.30423,0.99934,1,0.995,0.995,0,0,0,0,0.28613,39.9997,0.07733,0.31471,0.51932,0.0018218,0.0018218,0.0018218
11,369.357,0.54995,39.5373,0.43714,0.46241,1.25203,0.99943,1,0.995,0.9248,0,0,0,0,0.2468,39.9998,0.16375,0.23543,0.4464,0.001802,0.001802,0.001802
12,402.003,0.50109,39.3268,0.41387,0.43452,1.20132,0.99916,1,0.995,0.8955,0,0,0,0,0.26603,39.9927,0.12257,0.23081,0.43162,0.0017822,0.0017822,0.0017822
13,434.843,0.47749,39.8702,0.39205,0.41547,1.16026,0.99946,1,0.995,0.995,0,0,0,0,0.09894,39.9935,0.11237,0.11714,0.34488,0.0017624,0.0017624,0.0017624
14,468.036,0.43166,39.7041,0.39179,0.38693,1.13374,0.99946,1,0.995,0.995,0,0,0,0,0.19632,39.9932,0.08605,0.22898,0.42752,0.0017426,0.0017426,0.0017426
