epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.74682,1.10112,3.61963,1.24596,0.00345,1,0.20093,0.14212,0.82899,3.11047,1.13021,0.00038341,0.00038341,0.00038341
2,14.2676,1.08778,2.76442,1.17575,0.91961,0.12493,0.27618,0.18565,1.3834,3.01346,1.55084,0.000775733,0.000775733,0.000775733
3,19.5673,1.13632,2.3729,1.16125,0.84044,0.20367,0.2384,0.15594,1.3469,2.97469,2.14381,0.00116014,0.00116014,0.00116014
4,24.5756,1.08784,2.1486,1.18362,0.40163,0.25397,0.21651,0.1429,1.72348,2.69916,2.54131,0.00153662,0.00153662,0.00153662
5,29.4366,1.12227,1.90552,1.1748,0.35373,0.23016,0.17243,0.09786,1.75587,2.79509,2.08986,0.00160099,0.00160099,0.00160099
6,34.368,1.06279,1.76987,1.14447,0.68028,0.47305,0.46795,0.25659,1.55781,2.54177,2.15078,0.00158448,0.00158448,0.00158448
7,39.4202,1.05298,1.66993,1.14236,0.44371,0.49206,0.40096,0.275,1.19865,3.46258,1.50453,0.00156798,0.00156798,0.00156798
8,44.1102,1.10046,1.59812,1.15608,0.60404,0.35714,0.4199,0.27445,1.32116,2.60628,1.54905,0.00155148,0.00155148,0.00155148
9,48.7755,1.02648,1.48817,1.11153,0.71193,0.35644,0.38279,0.24706,1.45834,2.50308,1.69022,0.00153497,0.00153497,0.00153497
10,53.451,0.958,1.29696,1.09172,0.62076,0.38889,0.41012,0.28577,1.12132,2.26769,1.46265,0.00151847,0.00151847,0.00151847
11,58.5378,0.95936,1.22611,1.07742,0.86911,0.39925,0.51279,0.34491,1.1549,3.56872,1.54055,0.00150197,0.00150197,0.00150197
12,63.3014,0.98066,1.28401,1.09704,0.56134,0.38685,0.44003,0.33261,0.97173,1.81076,1.33681,0.00148546,0.00148546,0.00148546
13,67.8709,0.94589,1.13019,1.06785,0.87733,0.36209,0.47028,0.34051,1.11621,1.96803,1.48884,0.00146896,0.00146896,0.00146896
14,72.599,0.93299,1.05562,1.06031,0.48763,0.47619,0.50951,0.38992,0.91927,1.72656,1.38384,0.00145246,0.00145246,0.00145246
15,77.2237,0.90923,1.02846,1.06772,0.58839,0.50266,0.5839,0.41062,1.05362,1.55894,1.41247,0.00143595,0.00143595,0.00143595
16,81.9668,0.91314,0.98146,1.05514,0.67821,0.60317,0.58751,0.41855,0.95219,1.45537,1.33948,0.00141945,0.00141945,0.00141945
17,86.6328,0.8975,0.91466,1.03022,0.792,0.62624,0.74171,0.52669,0.93198,1.28928,1.32702,0.00140295,0.00140295,0.00140295
18,91.2355,0.87316,0.9067,1.02107,0.62389,0.55588,0.55067,0.38507,1.07365,1.8004,1.31458,0.00138644,0.00138644,0.00138644
19,95.9557,0.90136,0.9093,1.05159,0.66063,0.54762,0.5829,0.38563,0.99593,1.58584,1.33902,0.00136994,0.00136994,0.00136994
20,100.604,0.84181,0.84845,1.01826,0.53251,0.4127,0.42136,0.32925,0.98498,2.2501,1.28185,0.00135344,0.00135344,0.00135344
21,105.419,0.83848,0.85285,1.02417,1,0.57605,0.75332,0.59251,0.88657,1.19125,1.20502,0.00133693,0.00133693,0.00133693
22,110.047,0.83354,0.81982,1.01748,0.73084,0.48413,0.60014,0.42091,1.07555,1.50726,1.29966,0.00132043,0.00132043,0.00132043
23,114.822,0.84523,0.80141,1.02214,0.80866,0.74175,0.79873,0.5935,0.91675,1.25198,1.23096,0.00130393,0.00130393,0.00130393
24,119.748,0.80595,0.76242,1.00531,0.72485,0.7381,0.71738,0.57858,0.98427,1.10474,1.31438,0.00128742,0.00128742,0.00128742
25,125.1,0.83811,0.77162,1.01365,0.82887,0.7166,0.80159,0.61236,0.90714,1.16464,1.22084,0.00127092,0.00127092,0.00127092
26,129.912,0.79784,0.74575,0.98792,0.62459,0.69048,0.6749,0.50399,0.88757,1.32059,1.33382,0.00125442,0.00125442,0.00125442
27,134.652,0.849,0.78559,1.02777,0.84558,0.7619,0.84305,0.60927,0.82083,0.90057,1.17823,0.00123791,0.00123791,0.00123791
28,139.344,0.79022,0.72368,1.00716,0.76875,0.57937,0.68463,0.47756,0.88968,1.2413,1.23921,0.00122141,0.00122141,0.00122141
29,144.719,0.80701,0.70751,0.99076,0.79,0.65873,0.75147,0.57735,0.84354,1.15279,1.22426,0.00120491,0.00120491,0.00120491
30,149.953,0.79478,0.7018,1.00036,0.9088,0.70635,0.79408,0.59984,0.87522,1.0493,1.25715,0.0011884,0.0011884,0.0011884
31,154.762,0.77099,0.67493,0.99139,0.8082,0.54762,0.62542,0.49489,0.85182,1.31682,1.25506,0.0011719,0.0011719,0.0011719
32,160.083,0.79952,0.67495,0.99401,0.99327,0.55541,0.684,0.49089,0.78126,1.30186,1.17589,0.0011554,0.0011554,0.0011554
33,165.505,0.76946,0.67123,0.98757,0.56744,0.68254,0.6396,0.51572,0.92425,1.41211,1.23267,0.00113889,0.00113889,0.00113889
34,170.401,0.7744,0.64566,0.98535,0.82275,0.55422,0.6712,0.56496,0.83138,1.44828,1.17967,0.00112239,0.00112239,0.00112239
35,175.094,0.74752,0.63929,0.98472,0.69956,0.63492,0.6923,0.52079,1.07143,1.41551,1.4387,0.00110589,0.00110589,0.00110589
36,179.672,0.75799,0.66336,0.983,0.76393,0.77778,0.79061,0.60999,0.83017,1.04548,1.21358,0.00108938,0.00108938,0.00108938
37,184.419,0.75309,0.65886,0.98155,0.77002,0.67615,0.72417,0.56173,0.94752,1.18526,1.31075,0.00107288,0.00107288,0.00107288
