epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.2287,2.91108,39.5098,0.67916,3.16989,4.08311,0.00333,1,0.21636,0.05392,0,0,0,0,1.90166,39.9732,0.60406,3.10598,3.74736,0.00066,0.00066,0.00066
2,68.6853,2.68422,39.7063,0.59573,2.79473,3.3868,0.00333,1,0.21636,0.05392,0,0,0,0,4.03262,40,0,62.9534,21.6391,0.00131353,0.00131353,0.00131353
3,102.675,2.22451,39.6249,0.53709,2.19321,2.82909,0.03364,0.79,0.03435,0.00792,0,0,0,0,2.82938,39.9972,0.03694,15.4346,3.94097,0.00195387,0.00195387,0.00195387
4,134.041,1.63666,39.5084,0.51362,1.39123,2.30969,0.54329,0.96,0.70602,0.49804,0,0,0,0,1.1618,39.9907,0.11479,6.34578,2.03993,0.0019406,0.0019406,0.0019406
5,165.509,1.26779,39.7035,0.47778,1.06256,1.9573,0.99554,1,0.995,0.80488,0,0,0,0,0.81797,39.9975,0.03698,2.88913,1.59253,0.0019208,0.0019208,0.0019208
6,196.616,1.00566,39.5894,0.48225,0.82162,1.67817,0.99932,1,0.995,0.8413,0,0,0,0,0.87939,39.9866,0.1788,1.31176,1.55075,0.001901,0.001901,0.001901
7,228.127,0.79694,39.6578,0.45862,0.67635,1.49627,0.99946,1,0.995,0.99069,0,0,0,0,0.47223,39.9935,0.11501,0.4737,1.1124,0.0018812,0.0018812,0.0018812
8,260.329,0.73219,39.7403,0.45899,0.60319,1.40481,0.99947,1,0.995,0.92492,0,0,0,0,0.35217,39.9916,0.06005,0.41341,0.90999,0.0018614,0.0018614,0.0018614
9,292.432,0.61106,39.6264,0.44467,0.52833,1.31001,0.99927,1,0.995,0.98943,0,0,0,0,0.39387,39.9992,0.02262,0.42768,0.78838,0.0018416,0.0018416,0.0018416
10,324.091,0.56127,39.7181,0.4322,0.47948,1.25709,0.99937,1,0.995,0.93381,0,0,0,0,0.44309,39.9997,0.06726,0.38373,0.75729,0.0018218,0.0018218,0.0018218
11,356.431,0.53483,39.5401,0.42227,0.46369,1.2222,0.99944,1,0.995,0.995,0,0,0,0,0.26203,39.9984,0.11115,0.29254,0.7088,0.001802,0.001802,0.001802
12,388.052,0.5161,39.3294,0.37863,0.44338,1.17675,0.99936,1,0.995,0.995,0,0,0,0,0.20829,39.999,0.03635,0.2265,0.50784,0.0017822,0.0017822,0.0017822
13,419.658,0.46803,39.8718,0.34847,0.42121,1.14198,0.99942,1,0.995,0.995,0,0,0,0,0.22992,39.9973,0.05908,0.24774,0.46845,0.0017624,0.0017624,0.0017624
14,451.012,0.43814,39.7058,0.30744,0.40001,1.12157,0.99944,1,0.995,0.98727,0,0,0,0,0.29981,39.9952,0.06647,0.22389,0.57698,0.0017426,0.0017426,0.0017426
15,482.538,0.4043,39.6939,0.28575,0.37607,1.09506,0.99934,1,0.995,0.995,0,0,0,0,0.2031,39.9851,0.11021,0.23785,0.42745,0.0017228,0.0017228,0.0017228
16,513.938,0.3957,39.6441,0.26267,0.36461,1.0883,0.99945,1,0.995,0.995,0,0,0,0,0.16284,39.993,0.09893,0.21645,0.35313,0.001703,0.001703,0.001703
17,546.53,0.38473,39.7516,0.26873,0.36319,1.07211,0.99938,1,0.995,0.995,0,0,0,0,0.18743,39.9907,0.29544,0.22494,0.38294,0.0016832,0.0016832,0.0016832
18,584.089,0.37615,39.5461,0.24427,0.3526,1.05899,0.99936,1,0.995,0.995,0,0,0,0,0.18103,39.9982,0.03534,0.21575,0.35871,0.0016634,0.0016634,0.0016634
19,619.93,0.35776,39.6892,0.23307,0.34293,1.05462,0.99943,1,0.995,0.995,0,0,0,0,0.19721,39.9993,0.01095,0.18578,0.41626,0.0016436,0.0016436,0.0016436
20,653.472,0.35365,39.5926,0.22487,0.33514,1.03985,0.99943,1,0.995,0.995,0,0,0,0,0.16832,40,0.00577,0.19517,0.33895,0.0016238,0.0016238,0.0016238
21,687.057,0.33959,39.576,0.23224,0.32964,1.03661,0.99946,1,0.995,0.995,0,0,0,0,0.10805,40,0.01877,0.14036,0.30817,0.001604,0.001604,0.001604
