340,148,390,148,390,225,340,225,
410,145,463,145,463,230,410,230,
478,150,523,150,523,228,478,228,
610,148,665,148,665,235,610,235,
680,150,733,150,733,238,680,238,
748,150,790,150,790,228,748,228,
950,145,998,145,998,225,950,225,
1020,153,1068,153,1068,228,1020,228,
1085,148,1125,148,1125,230,1085,230,
1218,153,1265,153,1265,228,1218,228,
1290,155,1338,155,1338,235,1290,235,
1355,155,1400,155,1400,233,1355,233,
1488,158,1540,158,1540,235,1488,235,
1550,160,1608,160,1608,238,1550,238,
1625,165,1675,165,1675,240,1625,240,
210,365,258,365,258,445,210,445,
275,373,325,373,325,450,275,450,
343,373,388,373,388,450,343,450,
475,370,528,370,528,448,475,448,
548,373,598,373,598,453,548,453,
615,373,663,373,663,453,615,453,
748,375,800,375,800,450,748,450,
815,378,863,378,863,458,815,458,
883,380,928,380,928,455,883,455,
1018,378,1065,378,1065,455,1018,455,
1083,375,1130,375,1130,458,1083,458,
1148,378,1193,378,1193,458,1148,458,
1283,380,1335,380,1335,453,1283,453,
1353,380,1403,380,1403,458,1353,458,
1420,380,1465,380,1465,460,1420,460,
1485,383,1538,383,1538,458,1485,458,
210,600,265,600,265,678,210,678,
280,598,330,598,330,685,280,685,
348,598,390,598,390,683,348,683,
473,600,528,600,528,675,473,675,
545,598,595,598,595,680,545,680,
610,595,653,595,653,683,610,683,
750,605,795,605,795,683,750,683,
810,595,863,595,863,680,810,680,
880,605,923,605,923,683,880,683,
1018,603,1063,603,1063,683,1018,683,
1083,603,1130,603,1130,685,1083,685,
1150,608,1193,608,1193,688,1150,688,
1278,603,1335,603,1335,688,1278,688,
1348,605,1403,605,1403,693,1348,693,
1420,605,1465,605,1465,693,1420,693,
1485,603,1535,603,1535,688,1485,688,
215,823,263,823,263,905,215,905,
280,825,328,825,328,903,280,903,
343,823,393,823,393,900,343,900,
478,825,525,825,525,905,478,905,
545,828,595,828,595,905,545,905,
618,830,660,830,660,910,618,910,
743,828,790,828,790,908,743,908,
813,825,863,825,863,913,813,913,
880,830,925,830,925,910,880,910,
1010,828,1065,828,1065,905,1010,905,
1083,828,1128,828,1128,913,1083,913,
1145,830,1193,830,1193,908,1145,908,
1285,838,1330,838,1330,920,1285,920,
1345,840,1393,840,1393,920,1345,920,
1410,840,1460,840,1460,920,1410,920,
215,1050,258,1050,258,1128,215,1128,
283,1050,330,1050,330,1130,283,1130,
345,1058,390,1058,390,1135,345,1135,
480,1050,528,1050,528,1133,480,1133,
548,1053,598,1053,598,1135,548,1135,
613,1053,655,1053,655,1138,613,1138,
745,1055,800,1055,800,1133,745,1133,
813,1058,860,1058,860,1135,813,1135,
880,1063,930,1063,930,1130,880,1130,
1013,1060,1065,1060,1065,1135,1013,1135,
1083,1063,1130,1063,1130,1138,1083,1138,
1148,1060,1193,1060,1193,1138,1148,1138,
1278,1065,1330,1065,1330,1143,1278,1143,
1343,1068,1390,1068,1390,1143,1343,1143,
1413,1065,1455,1065,1455,1143,1413,1143,
1478,1065,1528,1065,1528,1145,1478,1145,
353,1488,398,1488,398,1568,353,1568,
415,1493,463,1493,463,1570,415,1570,
488,1495,533,1495,533,1568,488,1568,
615,1495,663,1495,663,1568,615,1568,
685,1493,733,1493,733,1568,685,1568,
755,1495,800,1495,800,1573,755,1573,
883,1493,930,1493,930,1565,883,1565,
950,1490,1000,1490,1000,1573,950,1573,
1015,1498,1058,1498,1058,1573,1015,1573,
1215,1505,1263,1505,1263,1575,1215,1575,
1280,1503,1333,1503,1333,1578,1280,1578,
1350,1510,1393,1510,1393,1580,1350,1580,
1473,1505,1520,1505,1520,1583,1473,1583,
1540,1505,1588,1505,1588,1588,1540,1588,
1605,1508,1645,1508,1645,1583,1605,1583,
225,1705,268,1705,268,1780,225,1780,
295,1708,340,1708,340,1785,295,1785,
360,1708,403,1708,403,1785,360,1785,
483,1713,533,1713,533,1788,483,1788,
553,1713,605,1713,605,1790,553,1790,
618,1718,663,1718,663,1790,618,1790,
748,1715,798,1715,798,1790,748,1790,
813,1718,863,1718,863,1795,813,1795,
880,1713,923,1713,923,1793,880,1793,
1018,1718,1063,1718,1063,1793,1018,1793,
1083,1718,1128,1718,1128,1798,1083,1798,
1145,1720,1190,1720,1190,1798,1145,1798,
1275,1718,1325,1718,1325,1798,1275,1798,
1343,1720,1388,1720,1388,1800,1343,1800,
1405,1720,1445,1720,1445,1803,1405,1803,
1473,1718,1515,1718,1515,1803,1473,1803,
230,1923,275,1923,275,1998,230,1998,
295,1920,343,1920,343,2008,295,2008,
360,1925,403,1925,403,2013,360,2013,
488,1930,533,1930,533,2010,488,2010,
558,1930,605,1930,605,2008,558,2008,
625,1930,665,1930,665,2008,625,2008,
748,1933,800,1933,800,2008,748,2008,
818,1930,868,1930,868,2008,818,2008,
883,1928,925,1928,925,2005,883,2005,
1010,1930,1060,1930,1060,2010,1010,2010,
1080,1933,1128,1933,1128,2015,1080,2015,
1143,1930,1185,1930,1185,2013,1143,2013,
1280,1935,1323,1935,1323,2010,1280,2010,
1343,1935,1390,1935,1390,2018,1343,2018,
1405,1935,1450,1935,1450,2013,1405,2013,
1470,1933,1518,1933,1518,2015,1470,2015,
233,2133,285,2133,285,2218,233,2218,
300,2130,348,2130,348,2220,300,2220,
360,2135,410,2135,410,2218,360,2218,
498,2138,538,2138,538,2213,498,2213,
555,2138,603,2138,603,2218,555,2218,
623,2145,668,2145,668,2215,623,2215,
753,2138,800,2138,800,2210,753,2210,
818,2145,865,2145,865,2220,818,2220,
885,2148,925,2148,925,2220,885,2220,
1008,2150,1053,2150,1053,2220,1008,2220,
1075,2148,1125,2148,1125,2225,1075,2225,
1143,2150,1188,2150,1188,2225,1143,2225,
1275,2153,1320,2153,1320,2225,1275,2225,
1343,2155,1393,2155,1393,2230,1343,2230,
1405,2160,1445,2160,1445,2228,1405,2228,
1468,2160,1515,2160,1515,2230,1468,2230,
240,2345,283,2345,283,2420,240,2420,
303,2348,350,2348,350,2420,303,2420,
368,2353,410,2353,410,2423,368,2423,
495,2358,540,2358,540,2430,495,2430,
560,2355,608,2355,608,2428,560,2428,
625,2355,668,2355,668,2430,625,2430,
758,2358,798,2358,798,2430,758,2430,
823,2353,865,2353,865,2435,823,2435,
880,2355,920,2355,920,2430,880,2430,
1013,2358,1058,2358,1058,2435,1013,2435,
1080,2353,1123,2353,1123,2440,1080,2440,
1140,2360,1183,2360,1183,2445,1140,2445,
1273,2365,1313,2365,1313,2440,1273,2440,
1338,2368,1380,2368,1380,2448,1338,2448,
1400,2365,1440,2365,1440,2448,1400,2448,
1468,2370,1515,2370,1515,2445,1468,2445,
375,2763,420,2763,420,2833,375,2833,
440,2760,490,2760,490,2835,440,2835,
505,2768,543,2768,543,2830,505,2830,
635,2765,675,2765,675,2835,635,2835,
695,2773,743,2773,743,2843,695,2843,
760,2780,795,2780,795,2845,760,2845,
885,2773,930,2773,930,2845,885,2845,
948,2773,998,2773,998,2848,948,2848,
1013,2778,1053,2778,1053,2850,1013,2850,
1140,2783,1188,2783,1188,2855,1140,2855,
1210,2783,1255,2783,1255,2860,1210,2860,
1265,2788,1313,2788,1313,2858,1265,2858,
1403,2785,1445,2785,1445,2865,1403,2865,
1460,2788,1513,2788,1513,2868,1460,2868,
1528,2788,1573,2788,1573,2868,1528,2868,
2495,2798,2538,2798,2538,2883,2495,2883,
2558,2795,2600,2795,2600,2878,2558,2878,
2618,2805,2660,2805,2660,2875,2618,2875,
