112,304,121,304,121,318,112,318,
143,303,152,303,152,318,143,318,
132,304,141,304,141,317,132,317,
175,303,184,303,184,317,175,317,
164,303,173,303,173,317,164,317,
207,303,216,303,216,317,207,317,
196,304,204,304,204,317,196,317,
238,303,247,303,247,317,238,317,
228,303,237,303,237,318,228,318,
259,303,268,303,268,318,259,318,
270,302,279,302,279,318,270,318,
291,302,299,302,299,317,291,317,
302,302,311,302,311,317,302,317,
323,302,331,302,331,318,323,318,
333,302,343,302,343,317,333,317,
132,335,141,335,141,349,132,349,
164,335,172,335,172,349,164,349,
196,335,205,335,205,350,196,350,
228,334,237,334,237,349,228,349,
259,334,268,334,268,349,259,349,
291,335,300,335,300,349,291,349,
323,335,332,335,332,349,323,349,
366,303,375,303,375,317,366,317,
354,303,364,303,364,317,354,317,
398,302,406,302,406,317,398,317,
387,303,395,303,395,317,387,317,
429,302,438,302,438,317,429,317,
418,302,428,302,428,317,418,317,
450,303,459,303,459,317,450,317,
460,303,470,303,470,317,460,317,
482,302,491,302,491,317,482,317,
493,302,502,302,502,317,493,317,
514,303,523,303,523,317,514,317,
524,303,534,303,534,317,524,317,
355,335,363,335,363,348,355,348,
387,334,395,334,395,348,387,348,
419,335,428,335,428,348,419,348,
440,335,449,335,449,349,440,349,
450,334,459,334,459,349,450,349,
472,333,480,333,480,348,472,348,
482,335,491,335,491,349,482,349,
141,367,149,367,149,380,141,380,
172,367,181,367,181,382,172,382,
204,367,213,367,213,381,204,381,
236,367,245,367,245,381,236,381,
268,367,277,367,277,380,268,380,
299,367,308,367,308,381,299,381,
332,367,340,367,340,382,332,382,
363,367,373,367,373,381,363,381,
395,368,405,368,405,381,395,381,
427,367,436,367,436,381,427,381,
417,367,425,367,425,381,417,381,
459,367,468,367,468,381,459,381,
448,368,457,368,457,381,448,381,
434,399,442,399,442,414,434,414,
423,398,432,398,432,414,423,414,
401,399,410,399,410,414,401,414,
390,398,400,398,400,414,390,414,
370,399,378,399,378,413,370,413,
338,400,346,400,346,414,338,414,
359,400,368,400,368,413,359,413,
306,399,315,399,315,414,306,414,
275,399,283,399,283,413,275,413,
242,400,251,400,251,414,242,414,
210,399,219,399,219,413,210,413,
179,399,188,399,188,414,179,414,
148,399,156,399,156,414,148,414,
398,430,407,430,407,445,398,445,
387,431,396,431,396,445,387,445,
419,431,427,431,427,445,419,445,
429,431,438,431,438,446,429,446,
163,431,171,431,171,445,163,445,
152,431,161,431,161,445,152,445,
101,304,109,304,109,317,101,317,
81,399,89,399,89,414,81,414,
69,399,78,399,78,414,69,414,
81,335,89,335,89,348,81,348,
69,336,78,336,78,349,69,349,
69,303,77,303,77,317,69,317,
80,304,88,304,88,317,80,317,
69,431,78,431,78,444,69,444,
80,431,89,431,89,445,80,445,
80,367,88,367,88,381,80,381,
69,367,78,367,78,382,69,382,
