353,231,385,231,385,285,353,285,
403,230,437,230,437,286,403,286,
457,230,493,230,493,288,457,288,
167,268,175,268,175,282,167,282,
178,268,186,268,186,283,178,283,
189,268,199,268,199,283,189,283,
30,465,38,465,38,477,30,477,
13,166,23,166,23,180,13,180,
25,166,34,166,34,181,25,181,
38,166,47,166,47,181,38,181,
18,274,28,274,28,288,18,288,
30,273,39,273,39,288,30,288,
42,273,52,273,52,288,42,288,
23,373,33,373,33,387,23,387,
34,373,44,373,44,387,34,387,
46,373,56,373,56,387,46,387,
40,464,48,464,48,477,40,477,
51,464,60,464,60,478,51,478,
40,546,48,546,48,557,40,557,
51,545,59,545,59,557,51,557,
164,537,172,537,172,549,164,549,
174,537,183,537,183,549,174,549,
184,536,192,536,192,549,184,549,
165,457,174,457,174,469,165,469,
176,457,185,457,185,470,176,470,
187,455,195,455,195,469,187,469,
167,366,176,366,176,379,167,379,
178,366,187,366,187,380,178,380,
189,366,197,366,197,379,189,379,
