30,188,48,188,48,221,30,221,
91,168,112,168,112,203,91,203,
155,141,177,141,177,179,155,179,
223,120,247,120,247,159,223,159,
294,100,319,100,319,137,294,137,
368,74,393,74,393,112,368,112,
444,48,471,48,471,93,444,93,
522,29,551,29,551,75,522,75,
33,371,60,371,60,413,33,413,
98,353,125,353,125,397,98,397,
166,334,194,334,194,379,166,379,
241,314,269,314,269,360,241,360,
317,297,346,297,346,340,317,340,
396,270,429,270,429,322,396,322,
479,246,512,246,512,300,479,300,
563,227,595,227,595,278,563,278,
