457,191,506,191,506,270,457,270,
522,187,574,187,574,269,522,269,
589,189,637,189,637,272,589,272,
719,187,770,187,770,269,719,269,
789,187,837,187,837,276,789,276,
856,187,904,187,904,269,856,269,
1057,185,1100,185,1100,269,1057,269,
1117,185,1157,185,1157,270,1117,270,
1248,180,1298,180,1298,269,1248,269,
1315,181,1369,181,1369,270,1315,270,
324,409,374,409,374,491,324,491,
389,404,433,404,433,481,389,481,
454,404,494,404,494,487,454,487,
591,406,631,406,631,494,591,494,
656,404,700,404,700,487,656,487,
741,409,783,409,783,487,741,487,
852,402,896,402,896,481,852,481,
915,404,963,404,963,480,915,480,
1007,404,1048,404,1048,480,1007,480,
1115,404,1157,404,1157,483,1115,483,
1187,404,1228,404,1228,483,1187,483,
1252,404,1294,404,1294,480,1252,480,
1383,398,1426,398,1426,483,1383,483,
1450,398,1498,398,1498,483,1450,483,
1513,400,1557,400,1557,480,1513,480,
1581,396,1628,396,1628,483,1581,483,
322,631,369,631,369,704,322,704,
389,630,430,630,430,704,389,704,
524,624,570,624,570,706,524,706,
585,626,631,626,631,707,585,707,
652,635,694,635,694,706,652,706,
785,624,831,624,831,704,785,704,
846,624,898,624,898,709,846,709,
933,624,981,624,981,709,933,709,
1050,624,1096,624,1096,713,1050,713,
1115,624,1163,624,1163,713,1115,713,
1181,628,1226,628,1226,713,1181,713,
1313,620,1357,620,1357,707,1313,707,
1381,624,1431,624,1431,707,1381,707,
1467,619,1506,619,1506,700,1467,700,
1519,617,1556,617,1556,706,1519,706,
320,841,363,841,363,919,320,919,
389,839,435,839,435,930,389,930,
452,846,489,846,489,933,452,933,
585,846,630,846,630,930,585,930,
650,848,696,848,696,935,650,935,
719,850,759,850,759,937,719,937,
850,848,894,848,894,931,850,931,
919,852,963,852,963,937,919,937,
981,850,1028,850,1028,924,981,924,
1119,846,1163,846,1163,926,1119,926,
1181,848,1226,848,1226,931,1181,931,
1250,850,1294,850,1294,931,1250,931,
1381,848,1430,848,1430,933,1381,933,
1448,848,1494,848,1494,935,1448,935,
1515,854,1557,854,1557,931,1515,931,
1581,856,1626,856,1626,931,1581,931,
322,1072,369,1072,369,1150,322,1150,
