674,202,696,202,696,237,674,237,
733,204,755,204,755,239,733,239,
764,204,785,204,785,238,764,238,
792,205,813,205,813,237,792,237,
821,205,843,205,843,238,821,238,
878,204,899,204,899,237,878,237,
907,204,930,204,930,238,907,238,
936,204,957,204,957,239,936,239,
991,205,1015,205,1015,239,991,239,
1046,203,1069,203,1069,239,1046,239,
1077,206,1098,206,1098,240,1077,240,
1131,207,1153,207,1153,241,1131,241,
1102,205,1125,205,1125,241,1102,241,
1184,208,1206,208,1206,242,1184,242,
1211,208,1234,208,1234,242,1211,242,
1239,209,1260,209,1260,241,1239,241,
1264,209,1286,209,1286,242,1264,242,
1173,338,1191,338,1191,372,1173,372,
1200,337,1221,337,1221,373,1200,373,
1225,338,1248,338,1248,375,1225,375,
1252,338,1273,338,1273,373,1252,373,
1281,339,1304,339,1304,376,1281,376,
1307,339,1328,339,1328,373,1307,373,
1332,338,1355,338,1355,374,1332,374,
1358,338,1382,338,1382,376,1358,376,
1385,340,1410,340,1410,376,1385,376,
1396,428,1418,428,1418,462,1396,462,
1371,428,1393,428,1393,464,1371,464,
1292,430,1313,430,1313,465,1292,465,
1316,429,1342,429,1342,466,1316,466,
1126,431,1148,431,1148,467,1126,467,
1152,432,1175,432,1175,468,1152,468,
1180,430,1201,430,1201,468,1180,468,
1208,428,1230,428,1230,467,1208,467,
1235,430,1257,430,1257,466,1235,466,
