54,82,87,82,87,124,54,124,
94,83,118,83,118,123,94,123,
168,81,199,81,199,124,168,124,
207,83,234,83,234,121,207,121,
300,83,328,83,328,123,300,123,
337,83,366,83,366,123,337,123,
427,80,457,80,457,123,427,123,
462,81,495,81,495,125,462,125,
546,59,575,59,575,98,546,98,
616,83,643,83,643,124,616,124,
52,233,82,233,82,276,52,276,
95,235,124,235,124,276,95,276,
144,208,171,208,171,251,144,251,
178,206,207,206,207,251,178,251,
225,206,253,206,253,250,225,250,
143,259,172,259,172,300,143,300,
278,210,306,210,306,253,278,253,
311,208,345,208,345,252,311,252,
351,210,379,210,379,249,351,249,
276,260,307,260,307,300,276,300,
405,207,436,207,436,250,405,250,
442,210,469,210,469,251,442,251,
478,209,506,209,506,249,478,249,
405,259,434,259,434,299,405,299,
532,208,564,208,564,252,532,252,
533,258,562,258,562,301,533,301,
606,210,634,210,634,252,606,252,
642,209,671,209,671,250,642,250,
610,259,637,259,637,298,610,298,
