265,175,305,175,305,253,265,253,
328,180,375,180,375,258,328,258,
395,183,433,183,433,255,395,255,
530,183,573,183,573,250,530,250,
598,178,635,178,635,253,598,253,
783,178,830,178,830,253,783,253,
855,173,900,173,900,255,855,255,
915,180,955,180,955,253,915,253,
1050,180,1095,180,1095,253,1050,253,
1118,185,1163,185,1163,258,1118,258,
1185,185,1228,185,1228,263,1185,263,
1315,193,1360,193,1360,258,1315,258,
1383,190,1435,190,1435,273,1383,273,
1455,195,1495,195,1495,268,1455,268,
130,395,175,395,175,470,130,470,
198,398,245,398,245,475,198,475,
260,400,305,400,305,473,260,473,
390,398,435,398,435,478,390,478,
453,400,503,400,503,478,453,478,
520,400,568,400,568,473,520,473,
650,400,700,400,700,480,650,480,
718,398,765,398,765,480,718,480,
783,400,823,400,823,475,783,475,
913,395,965,395,965,478,913,478,
978,400,1018,400,1018,475,978,475,
1115,398,1165,398,1165,483,1115,483,
1183,410,1223,410,1223,480,1183,480,
1245,408,1295,408,1295,488,1245,488,
128,613,178,613,178,695,128,695,
195,610,243,610,243,698,195,698,
260,618,305,618,305,698,260,698,
388,620,433,620,433,693,388,693,
455,618,503,618,503,698,455,698,
520,618,568,618,568,700,520,700,
650,620,700,620,700,695,650,695,
715,620,768,620,768,698,715,698,
788,623,828,623,828,698,788,698,
913,618,963,618,963,695,913,695,
978,615,1030,615,1030,700,978,700,
1053,620,1093,620,1093,700,1053,700,
1183,623,1228,623,1228,710,1183,710,
1248,623,1293,623,1293,708,1248,708,
1318,620,1358,620,1358,705,1318,705,
1380,625,1425,625,1425,713,1380,713,
125,833,175,833,175,915,125,915,
198,833,240,833,240,918,198,918,
258,833,298,833,298,915,258,915,
385,830,438,830,438,915,385,915,
453,840,500,840,500,920,453,920,
518,840,563,840,563,923,518,923,
653,838,698,838,698,918,653,918,
718,838,768,838,768,925,718,925,
783,843,828,843,828,923,783,923,
918,838,963,838,963,918,918,918,
980,840,1033,840,1033,920,980,920,
1053,843,1095,843,1095,920,1053,920,
1183,850,1225,850,1225,925,1183,925,
1243,848,1295,848,1295,933,1243,933,
1315,850,1358,850,1358,933,1315,933,
1375,850,1425,850,1425,930,1375,930,
120,1058,168,1058,168,1130,120,1130,
188,1058,238,1058,238,1138,188,1138,
260,1060,303,1060,303,1138,260,1138,
388,1060,433,1060,433,1138,388,1138,
