256,163,300,163,300,241,256,241,
324,163,369,163,369,235,324,235,
389,165,426,165,426,237,389,237,
526,159,569,159,569,233,526,233,
593,159,637,159,637,233,593,233,
654,157,698,157,698,231,654,231,
789,154,839,154,839,233,789,233,
857,154,902,154,902,224,857,224,
998,154,1039,154,1039,228,998,228,
1059,154,1107,154,1107,230,1059,230,
1128,156,1170,156,1170,228,1128,228,
1333,154,1380,154,1380,231,1333,231,
1402,154,1448,154,1448,235,1402,235,
1472,152,1517,152,1517,233,1472,233,
1604,159,1646,159,1646,237,1604,237,
1674,154,1719,154,1719,233,1674,233,
1743,161,1780,161,1780,230,1743,230,
1878,163,1917,163,1917,233,1878,233,
1944,159,1991,159,1991,239,1944,239,
2004,165,2043,165,2043,235,2004,235,
131,396,174,396,174,467,131,467,
200,393,246,393,246,469,200,469,
267,391,306,391,306,461,267,461,
391,387,435,387,435,463,391,463,
459,387,506,387,506,467,459,467,
526,385,569,385,569,461,526,461,
659,383,706,383,706,461,659,461,
726,387,770,387,770,465,726,465,
793,387,830,387,830,463,793,463,
931,381,972,381,972,456,931,456,
996,383,1044,383,1044,457,996,457,
1063,389,1100,389,1100,456,1063,456,
1206,380,1248,380,1248,456,1206,456,
1269,378,1319,378,1319,457,1269,457,
1339,383,1380,383,1380,454,1339,454,
1472,378,1519,378,1519,452,1472,452,
1537,381,1587,381,1587,456,1537,456,
1613,385,1652,385,1652,457,1613,457,
1739,383,1787,383,1787,463,1739,463,
1811,381,1857,381,1857,459,1811,459,
1874,383,1913,383,1913,457,1874,457,
1943,387,1983,387,1983,459,1943,459,
137,619,180,619,180,694,137,694,
200,619,244,619,244,693,200,693,
265,622,302,622,302,693,265,693,
400,615,446,615,446,694,400,694,
465,617,502,617,502,689,465,689,
593,617,635,617,635,687,593,687,
657,619,700,619,700,691,657,691,
796,615,833,615,833,683,796,683,
865,607,913,607,913,685,865,685,
931,609,974,609,974,680,931,680,
1063,611,1109,611,1109,687,1063,687,
1131,609,1180,609,1180,685,1131,685,
1202,613,1246,613,1246,681,1202,681,
1335,613,1383,613,1383,683,1335,683,
1406,611,1452,611,1452,685,1406,685,
1469,609,1507,609,1507,685,1469,685,
1607,611,1652,611,1652,687,1607,687,
1674,613,1724,613,1724,687,1674,687,
1741,615,1778,615,1778,687,1741,687,
1807,617,1852,617,1852,689,1807,689,
139,844,183,844,183,919,139,919,
204,852,237,852,237,917,204,917,
335,843,376,843,376,911,335,911,
398,841,444,841,444,913,398,913,
463,843,498,843,498,913,463,913,
598,837,643,837,643,915,598,915,
667,839,709,839,709,911,667,911,
730,841,769,841,769,911,730,911,
869,841,907,841,907,913,869,913,
933,839,980,839,980,913,933,913,
1004,843,1044,843,1044,915,1004,915,
1131,839,1180,839,1180,915,1131,915,
1204,843,1246,843,1246,911,1204,911,
1278,844,1317,844,1317,913,1278,913,
1404,841,1450,841,1450,915,1404,915,
1472,844,1519,844,1519,915,1472,915,
1537,850,1574,850,1574,915,1537,915,
1670,841,1720,841,1720,911,1670,911,
1743,841,1787,841,1787,911,1743,911,
1815,843,1852,843,1852,911,1815,911,
1874,841,1917,841,1917,913,1874,913,
143,1063,187,1063,187,1139,143,1139,
207,1063,254,1063,254,1141,207,1141,
278,1067,315,1067,315,1143,278,1143,
402,1065,450,1065,450,1143,402,1143,
470,1069,515,1069,515,1141,470,1141,
600,1065,646,1065,646,1139,600,1139,
669,1063,715,1063,715,1143,669,1143,
739,1069,781,1069,781,1148,739,1148,
870,1065,917,1065,917,1139,870,1139,
937,1067,983,1067,983,1144,937,1144,
1009,1069,1050,1069,1050,1137,1009,1137,
1135,1061,1183,1061,1183,1143,1135,1143,
1209,1061,1254,1061,1254,1144,1209,1144,
1274,1065,1313,1065,1313,1144,1274,1144,
1407,1061,1446,1061,1446,1135,1407,1135,
1474,1067,1520,1067,1520,1141,1474,1141,
1544,1069,1583,1069,1583,1144,1544,1144,
1670,1063,1717,1063,1717,1141,1670,1141,
1739,1065,1787,1065,1787,1144,1739,1144,
1807,1067,1846,1067,1846,1141,1807,1141,
