780,1623,848,1623,848,1738,780,1738,
873,1625,940,1625,940,1745,873,1745,
910,2015,978,2015,978,2128,910,2128,
1008,2015,1075,2015,1075,2123,1008,2123,
1100,2010,1165,2010,1165,2128,1100,2128,
1200,2013,1260,2013,1260,2125,1200,2125,
1293,2010,1353,2010,1353,2120,1293,2120,
1388,2008,1448,2008,1448,2118,1388,2118,
1570,2005,1638,2005,1638,2123,1570,2123,
1668,2003,1730,2003,1730,2113,1668,2113,
1763,2005,1823,2005,1823,2113,1763,2113,
1858,2005,1918,2005,1918,2115,1858,2115,
2040,2003,2113,2003,2113,2110,2040,2110,
2140,2008,2208,2008,2208,2115,2140,2115,
915,2168,980,2168,980,2275,915,2275,
1005,2168,1070,2168,1070,2278,1005,2278,
1193,2160,1260,2160,1260,2273,1193,2273,
1295,2163,1355,2163,1355,2268,1295,2268,
1385,2165,1453,2165,1453,2270,1385,2270,
1483,2163,1545,2163,1545,2273,1483,2273,
1578,2163,1640,2163,1640,2273,1578,2273,
1760,2155,1825,2155,1825,2265,1760,2265,
1850,2153,1918,2153,1918,2265,1850,2265,
1953,2155,2008,2155,2008,2268,1953,2268,
2043,2155,2110,2155,2110,2263,2043,2263,
2148,2153,2203,2153,2203,2268,2148,2268,
2233,2155,2300,2155,2300,2265,2233,2265,
2328,2158,2390,2158,2390,2265,2328,2265,
2420,2153,2483,2153,2483,2258,2420,2258,
915,2323,973,2323,973,2423,915,2423,
1010,2320,1073,2320,1073,2428,1010,2428,
1105,2320,1168,2320,1168,2428,1105,2428,
1290,2315,1360,2315,1360,2418,1290,2418,
1385,2310,1453,2310,1453,2425,1385,2425,
1480,2313,1540,2313,1540,2420,1480,2420,
1580,2310,1645,2310,1645,2418,1580,2418,
1673,2310,1733,2310,1733,2413,1673,2413,
918,2475,975,2475,975,2573,918,2573,
1008,2475,1073,2475,1073,2578,1008,2578,
1108,2473,1165,2473,1165,2583,1108,2583,
1288,2470,1360,2470,1360,2573,1288,2573,
1385,2470,1455,2470,1455,2580,1385,2580,
1483,2465,1545,2465,1545,2570,1483,2570,
1578,2460,1648,2460,1648,2575,1578,2575,
1673,2460,1743,2460,1743,2570,1673,2570,
1763,2460,1830,2460,1830,2565,1763,2565,
1950,2458,2015,2458,2015,2573,1950,2573,
2050,2460,2110,2460,2110,2575,2050,2575,
2143,2463,2208,2463,2208,2570,2143,2570,
2325,2455,2393,2455,2393,2573,2325,2573,
2420,2458,2483,2458,2483,2563,2420,2563,
2513,2455,2578,2455,2578,2568,2513,2568,
2608,2453,2670,2453,2670,2560,2608,2560,
2705,2448,2768,2448,2768,2563,2705,2563,
2800,2450,2865,2450,2865,2568,2800,2568,
908,2623,978,2623,978,2738,908,2738,
1005,2623,1073,2623,1073,2738,1005,2738,
1100,2623,1173,2623,1173,2733,1100,2733,
1298,2618,1358,2618,1358,2718,1298,2718,
1390,2623,1453,2623,1453,2720,1390,2720,
1578,2613,1645,2613,1645,2723,1578,2723,
1678,2615,1750,2615,1750,2723,1678,2723,
